Chunk,Type,Correct Form
play with,Particles,TRUE
ground floor,Collocations,TRUE
on the ground floor,Particles,TRUE
washing our clothes,Collocations,TRUE
Do you want to write back,Structures,TRUE
"I love my parents mostly, but sometimes, I hate them",Structures,TRUE
"not very big, but even not small",Structures,TRUE
I put my clothes in my closets in my room,Structures,TRUE
"My favourite things in my room are my tv, bed and desk",Structures,TRUE
Shall we go to,Structures,TRUE
isn't so big but also not small,Structures,TRUE
I keep clothes in my basket and in my chest,Structures,TRUE
My favourite thing in my room are the posters,Structures,TRUE
every single day,Fixed phrases,TRUE
I love my clothes in my wardrobe,Structures,TRUE
sea blue,Compounds,TRUE
I keep my clothes downstairs in a cupboard,Structures,TRUE
clean that up,Particles,TRUE
My favourite thing in mine room is mine tv,Structures,TRUE
My clothes keep in my closet,Structures,TRUE
winter clothes,Collocations,TRUE
know more about,Structures,TRUE
pairs of shoes,Compounds,TRUE
the favourite thing in my room is my tv,Structures,TRUE
it is not big but it is also not small,Structures,TRUE
a new one,Collocations,TRUE
don't have money,Collocations,TRUE
the north of,Particles,TRUE
in the north of,Particles,TRUE
in the north,Particles,TRUE
that's fine,Fixed phrases,TRUE
do i my homework,Collocations,TRUE
i need it because,Structures,TRUE
In my wardrobe there are my clothes,Structures,TRUE
really love,Collocations,TRUE
sleep on,Particles,TRUE
kilometre away from,Particles,TRUE
it is not big and not small,Structures,TRUE
My favourite thing is the sofa,Structures,TRUE
on Wednesdays,Particles,TRUE
too old,Collocations,TRUE
in the left back corner,Particles,TRUE
back corner,Collocations,TRUE
not very big or very small,Structures,TRUE
open the door,Collocations,TRUE
pencil bag,Compounds,TRUE
hot and cold weather,Collocations,TRUE
I hate it when,Complements,TRUE
I like it when,Complements,TRUE
I love it when,Complements,TRUE
walk with,Particles,TRUE
is not big but I like it,Structures,TRUE
play soccer,Collocations,TRUE
square meters,Compounds,TRUE
as big as,Structures,TRUE
for me there is,Structures,TRUE
pieces of furniture,Fixed phrases,TRUE
looks a little bit like,Collocations,TRUE
school locker,Compounds,TRUE
wooden floor,Collocations,TRUE
I keep all my clothes in my closet,Structures,TRUE
The favourite thing in my room is my laptop,Structures,TRUE
very loud,Collocations,TRUE
I hope you will respond fast,Discourse,TRUE
big garden,Collocations,TRUE
big house,Collocations,TRUE
the only window in my room,Structures,TRUE
I think the laptop is my favourite thing in the room,Structures,TRUE
In this letter I'm gonna tell about my room,Structures,TRUE
My favourite thing in my room is my armchair,Structures,TRUE
good day,Discourse,TRUE
really big,Collocations,TRUE
not much,Collocations,TRUE
learn something about you,Fixed phrases,TRUE
Let's talk about,Discourse,TRUE
I keep them in a another room,Structures,TRUE
My favourite thing is my xbox,Structures,TRUE
on the back,Particles,TRUE
feels cold,Collocations,TRUE
don't worry,Fixed phrases,TRUE
different kinds of,Particles,TRUE
bright coloured,Collocations,TRUE
My favourite thing in my room is my playstation 4,Structures,TRUE
know me a little better,Fixed phrases,TRUE
See ya,Discourse,TRUE
lovely wishes,Discourse,TRUE
puppy face,Collocations,TRUE
Best wishes from,Discourse,TRUE
not big but not small,Structures,TRUE
many colours,Collocations,TRUE
walk through,Particles,TRUE
I liked the swimming the most,Structures,TRUE
cause,Compounds,TRUE
traditional foods,Collocations,TRUE
take some,Collocations,TRUE
take some with me when,Structures,TRUE
swimming in a lake,Collocations,TRUE
after dinner,Collocations,TRUE
play really nice and funny games,Collocations,TRUE
the coolest thing was paint ball,Structures,TRUE
I am currently in,Structures,TRUE
long drive,Collocations,TRUE
Six hours it took,Structures,TRUE
things to do,Fixed phrases,TRUE
it's one of the biggest museums in the world,Structures,TRUE
about three hours,Collocations,TRUE
at the top,Particles,TRUE
wonderful view,Collocations,TRUE
I liked the Louvre the most,Structures,TRUE
huge amount,Collocations,TRUE
huge amount of,Particles,TRUE
pretty cool,Collocations,TRUE
we even went in the arc,Structures,TRUE
roads are very bad,Collocations,TRUE
i jump from the big stones in the sea,Structures,TRUE
excited about,Complements,TRUE
The nicest thing we have done is shopping,Structures,TRUE
I like the duck tours the most,Structures,TRUE
"by a: train, car, plane",Particles,TRUE
waiting for,Particles,TRUE
stay for,Particles,TRUE
look over,Particles,TRUE
everything that you want,Fixed phrases,TRUE
attraction park,Compounds,TRUE
the most what i like was going to the attraction park,Structures,TRUE
fall down,Collocations,TRUE
giant garden,Collocations,TRUE
The swimming is the most fun,Structures,TRUE
you can jump from a high wall into the water,Structures,TRUE
old house,Collocations,TRUE
older brother,Collocations,TRUE
little brother,Collocations,TRUE
younger brother,Collocations,TRUE
older sister,Collocations,TRUE
younger sister,Collocations,TRUE
little sister,Collocations,TRUE
outside the old house,Collocations,TRUE
on a holiday,Particles,TRUE
on holiday,Particles,TRUE
I love it,Fixed phrases,TRUE
for about,Collocations,TRUE
bed and breakfast,Compounds,TRUE
in the centrum,Particles,TRUE
the centrum of,Particles,TRUE
in the centrum of,Particles,TRUE
sleep there with,Particles,TRUE
famous art,Collocations,TRUE
My favourite thing we did was Disneyland,Structures,TRUE
about 2 hours,Collocations,TRUE
for about 2 hours,Particles,TRUE
For dinner,Particles,TRUE
made of,Particles,TRUE
The thing that I like the most is the salamander,Structures,TRUE
I like the day that I went to Barcelona the most,Structures,TRUE
see you in,Discourse,TRUE
on an amazing holiday,Particles,TRUE
short stop,Collocations,TRUE
made a short stop,Fixed phrases,TRUE
flew with Air Koryo to Pyongyang,Structures,TRUE
armed soldiers,Collocations,TRUE
passports,Compounds,TRUE
a fun time,Collocations,TRUE
ItÕs simple but ok,Structures,TRUE
posting a letter,Collocations,TRUE
The funniest thing till now was to see how the Korean people live,Structures,TRUE
see you in two weeks,Discourse,TRUE
picked up by,Particles,TRUE
that night,Collocations,TRUE
the area of,Particles,TRUE
in the area of,Particles,TRUE
in the area,Particles,TRUE
ThatÕs the only place thatÕs not city and you may visit as a tourist,Structures,TRUE
on an exciting holiday,Particles,TRUE
in the great city of Melbourne,Structures,TRUE
share a room with,Particles,TRUE
"the room is very big, especially for two persons",Structures,TRUE
On the second day,Particles,TRUE
Two or three seconds before I jumped I saw how high it was,Structures,TRUE
watch a rugby game,Collocations,TRUE
the rest of,Structures,TRUE
After that week,Collocations,TRUE
After that week,Collocations,TRUE
south side,Collocations,TRUE
west side,Collocations,TRUE
spend the whole day,Fixed phrases,TRUE
One of my favourite things here is the harbour,Structures,TRUE
twice a day,Fixed phrases,TRUE
from the south side to the west side,Structures,TRUE
windsurf,Compounds,TRUE
look through the window,Fixed phrases,TRUE
on vacation,Particles,TRUE
the one on the left,Fixed phrases,TRUE
I think that's the coolest thing I've ever done,Structures,TRUE
It's bigger than my own closet at home,Structures,TRUE
Hope I get a letter back soon,Discourse,TRUE
I want to hear about,Discourse,TRUE
the best part so far was,Structures,TRUE
after that,Collocations,TRUE
water was really cold,Collocations,TRUE
order something to,Complements,TRUE
the day after tomorrow,Compounds,TRUE
around the island,Particles,TRUE
across the island,Particles,TRUE
for that night,Particles,TRUE
come to the house,Fixed phrases,TRUE
the very end,Collocations,TRUE
at the very end,Particles,TRUE
the very end of,Particles,TRUE
the coolest thing of my holiday so far is that we been swimming,Structures,TRUE
arrived save,Collocations,TRUE
thatÕs great,Fixed phrases,TRUE
share it with,Particles,TRUE
donÕt make any difference,Fixed phrases,TRUE
until now,Collocations,TRUE
The most I like about this vacation until now is the food here,Structures,TRUE
have also a great vacation,Discourse,TRUE
on a very cool holiday,Particles,TRUE
booked another room,Collocations,TRUE
in-between,Compounds,TRUE
share with my sister,Particles,TRUE
Our plan is to,Complements,TRUE
My favourite thing are to sit in the cockpit,Structures,TRUE
cockpit,Compounds,TRUE
sideboard,Compounds,TRUE
I really miss you,Discourse,TRUE
My favourite thing from the vacation was diving,Structures,TRUE
10 in the morning,Fixed phrases,TRUE
the funniest thing we do this holiday was that my father fell with the ski's,Structures,TRUE
walk in,Particles,TRUE
The best thing was when I went swimming in a big swimming pool,Structures,TRUE
waterslide,Compounds,TRUE
I hope to see you very soon,Discourse,TRUE
it's really exiting,Fixed phrases,TRUE
for three weeks,Particles,TRUE
shopping malls,Collocations,TRUE
out of gas,Fixed phrases,TRUE
some food,Collocations,TRUE
calling a taxi,Collocations,TRUE
something else,Collocations,TRUE
as we thought it was,Structures,TRUE
fell asleep,Compounds,TRUE
no luck,Collocations,TRUE
ordered something,Collocations,TRUE
Saturday night,Collocations,TRUE
having an amazing time,Discourse,TRUE
for 19 hours,Particles,TRUE
turn it into,Particles,TRUE
typical Italian dinner,Collocations,TRUE
made some new friends,Collocations,TRUE
I think i liked the dinner the most,Structures,TRUE
many kinds of,Particles,TRUE
many of them,Collocations,TRUE
types of food,Collocations,TRUE
too much to,Complements,TRUE
ItÕs much better then when you go to an Italian restaurant,Structures,TRUE
beside,Compounds,TRUE
look outside,Collocations,TRUE
air hockey,Compounds,TRUE
gaming hall,Compounds,TRUE
bowling alley,Compounds,TRUE
sea animals,Compounds,TRUE
on the last day,Particles,TRUE
on the last day from,Particles,TRUE
The gaming hall was the niced thing we have do,Structures,TRUE
if it not going to be foggy or rainy,Structures,TRUE
How is it going,Discourse,TRUE
Did you ever,Complements,TRUE
takes a long time,Fixed phrases,TRUE
room number,Collocations,TRUE
sunny and warm,Collocations,TRUE
sea turtle,Compounds,TRUE
sea turtles,Compounds,TRUE
decided that,Complements,TRUE
I liked that the most,Structures,TRUE
arrived here on,Particles,TRUE
two of them,Collocations,TRUE
climbing up to,Particles,TRUE
stay all together,Collocations,TRUE
The thing I like the most is to look at the cows from different farms,Structures,TRUE
in the begin of,Particles,TRUE
in the begin,Particles,TRUE
a kind of,Particles,TRUE
get lost,Collocations,TRUE
sleeping rooms,Collocations,TRUE
pretty good,Collocations,TRUE
the most fun we have done here is swimming in our own swimming pool,Structures,TRUE
feels so weird to,Complements,TRUE
hope I will see you soon,Discourse,TRUE
the funniest thing was the zoo,Structures,TRUE
not too hot or too cold,Structures,TRUE
just perfect,Discourse,TRUE
the only solution,Collocations,TRUE
took us 10 hours,Structures,TRUE
in comparison,Compounds,TRUE
it's worth it,Fixed phrases,TRUE
small doesn't mean bad,Structures,TRUE
the biggest of all,Structures,TRUE
mainly for,Complements,TRUE
The best thing I did until now was swimming,Structures,TRUE
all by myself,Fixed phrases,TRUE
See you after the vacation,Discourse,TRUE
I am visiting my mom in Tilburg this vacation,Structures,TRUE
large enough to,Complements,TRUE
have some dinner,Fixed phrases,TRUE
whenever,Compounds,TRUE
how about you,Discourse,TRUE
every two hours,Collocations,TRUE
go tomorrow to the beach,Fixed phrases,TRUE
I think one of the funniest things is that there are real penguins,Structures,TRUE
really weird,Collocations,TRUE
arrive at,Particles,TRUE
for four hours,Particles,TRUE
the thing i really liked was playing table tennis with a shopping assistant,Structures,TRUE
view was amazing,Collocations,TRUE
had troubles with,Particles,TRUE
minutes ago,Collocations,TRUE
normal sized,Collocations,TRUE
going to Signal Indania part was the most fun thing of all the things that we did until now,Structures,TRUE
I can't wait to,Complements,TRUE
all of you,Fixed phrases,TRUE
quite boring,Collocations,TRUE
play some games,Collocations,TRUE
drove four hours in a car to get here,Structures,TRUE
squeaky sounds,Collocations,TRUE
down the hill,Collocations,TRUE
plan on,Complements,TRUE
just look around,Collocations,TRUE
everything i had to say,Discourse,TRUE
find a place to,Complements,TRUE
park our car,Collocations,TRUE
pretty hot,Collocations,TRUE
keycard,Compounds,TRUE
the door to,Particles,TRUE
stairway,Compounds,TRUE
put our expensive stuff in,Particles,TRUE
for three hours,Particles,TRUE
What i liked the most was watching a movie,Structures,TRUE
set the interior up,Particles,TRUE
coffee machine,Collocations,TRUE
inside of,Particles,TRUE
What I really liked about the camping was the time we went in a cave to go and lasergame,Structures,TRUE
the time we,Structures,TRUE
lasergame,Compounds,TRUE
Once we were done with that it looked like this,Structures,TRUE
keep the bugs out of,Particles,TRUE
right one,Collocations,TRUE
watch films,Collocations,TRUE
like a apartment,Structures,TRUE
the highest points of,Particles,TRUE
The funniest thing of the trip was in the village nearby,Structures,TRUE
for two hours,Particles,TRUE
my favourite activity was riding on a Segway,Structures,TRUE
for a weekend,Particles,TRUE
only one thing,Collocations,TRUE
new year's party,Compounds,TRUE
Until now I liked the swimming the best it was so much fun,Structures,TRUE
fast food,Compounds,TRUE
heard from,Particles,TRUE
hotel owner,Collocations,TRUE
young children,Collocations,TRUE
play drums,Collocations,TRUE
young children play drums on baskets for money,Structures,TRUE
I like the weather and food here the most,Structures,TRUE
hours long,Collocations,TRUE
fast food restaurant,Collocations,TRUE
twin sister,Compounds,TRUE
The funniest thing we already did was swimming in the sea when it was very windy,Structures,TRUE
spending most of the days,Fixed phrases,TRUE
a trip of 14 hours,Structures,TRUE
in north of,Particles,TRUE
north of,Particles,TRUE
The most thing that I like is the animation of the campsite,Structures,TRUE
Kisses from,Discourse,TRUE
It is amazing here in London,Structures,TRUE
come here,Collocations,TRUE
hotel suite,Compounds,TRUE
It was the wonderfullst thing what i've been done here in London,Structures,TRUE
I'm fine,Discourse,TRUE
It took four hours to get here,Structures,TRUE
penthouse,Compounds,TRUE
climb into,Particles,TRUE
The road trip is the funniest thing we did yet,Structures,TRUE
all for myself,Fixed phrases,TRUE
the best room of the whole hotel,Structures,TRUE
last days,Collocations,TRUE
go with my dad to the shopping centre,Structures,TRUE
boring trip,Collocations,TRUE
happy that,Complements,TRUE
stay here on,Particles,TRUE
doesn't matter,Fixed phrases,TRUE
go to the toilet,Fixed phrases,TRUE
at the same time,Fixed phrases,TRUE
It would be more fun if you was here too,Structures,TRUE
the funniest thing I did was hanging out with my friends,Structures,TRUE
at 10 a.m.,Particles,TRUE
tonight,Compounds,TRUE
meet some new friends,Collocations,TRUE
eat together at the restaurant,Fixed phrases,TRUE
the part that I'd,Complements,TRUE
isn't that great,Discourse,TRUE
eat at,Particles,TRUE
never done that before,Structures,TRUE
until now the most thing i like here is the weather,Structures,TRUE
made some friends,Collocations,TRUE
some friends,Collocations,TRUE
the day before,Complements,TRUE
meet a lot of new people,Collocations,TRUE
not yet,Collocations,TRUE
not so big but I like it,Structures,TRUE
I think I like most the swimming park,Structures,TRUE
have good news,Fixed phrases,TRUE
30 minutes too early,Structures,TRUE
beach volleyball,Compounds,TRUE
There is one thing that,Complements,TRUE
I like the most of this holiday and that was saturday,Structures,TRUE
cooked diner,Collocations,TRUE
fresh fish,Collocations,TRUE
brand new,Compounds,TRUE
the start of,Particles,TRUE
the nicest thing that did in the holiday then its was with my family,Structures,TRUE
one of the most things that I like on vacation is meeting new friends,Structures,TRUE
writing from,Particles,TRUE
stay in,Particles,TRUE
shopping street,Collocations,TRUE
The most what I like was: that we go to swim with Dolphins,Structures,TRUE
that day,Collocations,TRUE
stepfather,Compounds,TRUE
for the fifth time,Particles,TRUE
nothing special,Collocations,TRUE
I put the plants outside my room,Structures,TRUE
cupboard where I can put my clothes in,Structures,TRUE
for now I really like to thing with my little brother,Structures,TRUE
make new friends,Collocations,TRUE
I find playing football the nice thing what you can do,Structures,TRUE
the sight is stunning,Fixed phrases,TRUE
the water so clear,Collocations,TRUE
the thing i liked the most was if you went outside you can see the birds,Structures,TRUE
all those,Collocations,TRUE
downhill,Compounds,TRUE
riding his bike,Collocations,TRUE
too hot to,Complements,TRUE
I donÕt know how he does it,Fixed phrases,TRUE
sunrise,Compounds,TRUE
on the left side on,Particles,TRUE
one thing left,Fixed phrases,TRUE
what I like best until now is that you can see the stars from the balcony,Structures,TRUE
one for my sister and one for me,Structures,TRUE
in and out of,Particles,TRUE
stayed there in,Particles,TRUE
went into,Particles,TRUE
the most fun thing was rome,Structures,TRUE
white beach,Collocations,TRUE
police stop,Collocations,TRUE
driving with the car to,Particles,TRUE
swim with dolphins,Collocations,TRUE
I like the campsite the most,Structures,TRUE
feeling safe,Collocations,TRUE
I want to go mountain climbing,Complements,TRUE
cliff diving,Compounds,TRUE
don't know if,Complements,TRUE
we will see,Fixed phrases,TRUE
I like the most the fly because I never did that,Structures,TRUE
I hope youÕre having a,Discourse,TRUE
ItÕs our third day here,Structures,TRUE
the most important street in Barcelona,Structures,TRUE
You can say,Discourse,TRUE
by the way,Fixed phrases,TRUE
absolutely stunning,Collocations,TRUE
bus tour,Collocations,TRUE
be sure that,Complements,TRUE
the most important things of,Complements,TRUE
this or that,Fixed phrases,TRUE
oh well,Discourse,TRUE
walked down,Particles,TRUE
full day,Collocations,TRUE
took the subway,Collocations,TRUE
taking a bus tour,Collocations,TRUE
The best thing of this vacation until now is probably just being here,Structures,TRUE
pretty sad,Collocations,TRUE
only one week long,Structures,TRUE
I hope you had a great vacation,Discourse,TRUE
I'm having a great vacation,Discourse,TRUE
at 5 pm,Particles,TRUE
the best room of all,Structures,TRUE
that was the best thing I've done for now,Structures,TRUE
staying two weeks in,Particles,TRUE
sharing my room with,Particles,TRUE
go on an holiday,Particles,TRUE
"You are in Spain, right",Structures,TRUE
The thing I like the most is probably Cambridge,Structures,TRUE
IÕve been to England before,Structures,TRUE
ItÕs just that,Complements,TRUE
didnÕt you,Discourse,TRUE
"Well, if I didnÕt tell you, I will tell it now",Structures,TRUE
check in,Particles,TRUE
more than 5 hours in total,Structures,TRUE
I have something for you,Discourse,TRUE
"The thing I liked the most, was the trip to the centrum",Structures,TRUE
Cuddles and kisses,Discourse,TRUE
have breakfast,Collocations,TRUE
have dinner,Collocations,TRUE
have lunch,Collocations,TRUE
cruise ship,Compounds,TRUE
for five weeks,Particles,TRUE
game consoles,Collocations,TRUE
the fastest rollercoaster of the world,Structures,TRUE
do our make-up,Collocations,TRUE
I'm in Amsterdam now,Structures,TRUE
I'm good,Discourse,TRUE
the football match is my favourite activity from the vacation,Structures,TRUE
mail me soon back,Discourse,TRUE
on my birthday,Particles,TRUE
go to the cinema,Collocations,TRUE
I hope you write back,Discourse,TRUE
cupboard for my clothes,Structures,TRUE
come to,Particles,TRUE
do gymnastics,Collocations,TRUE
Do you miss me too,Discourse,TRUE
the way to,Particles,TRUE
the way to it was long and boring,Structures,TRUE
So the Holiday in LA started with a jetlag,Structures,TRUE
jetlag,Compounds,TRUE
go to sleep,Fixed phrases,TRUE
the whole holiday,Collocations,TRUE
started with,Particles,TRUE
something what i the most like on this Holiday we go fly in a Helicopter,Structures,TRUE
"How is you, Holiday",Discourse,TRUE
text me back,Discourse,TRUE
Swimming with dolfijnen it was the greatest thing of my vacation,Structures,TRUE
I donÕt forget this vacation,Structures,TRUE
in the night,Particles,TRUE
I liked the most on this Holiday the day that we going to a swimming pool,Structures,TRUE
for a couple hours,Particles,TRUE
donÕt have to,Complements,TRUE
skin is very dark,Collocations,TRUE
more like that,Discourse,TRUE
I'm still in,Complements,TRUE
the room where I sleep,Structures,TRUE
I think I like going to the beach the most,Structures,TRUE
I really like it here,Fixed phrases,TRUE
on my holiday,Particles,TRUE
sleep in a hotel,Collocations,TRUE
a beautiful spring day,Fixed phrases,TRUE
waited for,Particles,TRUE
lighted up,Particles,TRUE
a view over the whole city,Fixed phrases,TRUE
I hope you tell/write your holiday stories,Discourse,TRUE
first part,Collocations,TRUE
the first part of,Particles,TRUE
I was really scared,Discourse,TRUE
how Disney movies are made,Structures,TRUE
I think that was the best of the whole holiday,Structures,TRUE
how cool is that,Fixed phrases,TRUE
That was absolute the best thing from my vacation,Structures,TRUE
I hope you are having a nice vacation too,Discourse,TRUE
hired a car,Collocations,TRUE
spend a lot of time with,Particles,TRUE
wellness center,Compounds,TRUE
went to a great restaurant,Collocations,TRUE
city square,Compounds,TRUE
The best thing here is the swimming pool,Structures,TRUE
I love the style of this country,Structures,TRUE
for seven hours,Particles,TRUE
the whole time,Collocations,TRUE
thermal pools,Collocations,TRUE
I think the prettiest thing was the thermal pools,Structures,TRUE
ItÕs good for,Particles,TRUE
I love him so much,Fixed phrases,TRUE
I hope you have also a very nice holiday,Discourse,TRUE
My bedroom is the smallest,Structures,TRUE
long flight,Collocations,TRUE
aqua park,Collocations,TRUE
beautiful country,Collocations,TRUE
over six hours,Particles,TRUE
got into,Particles,TRUE
father's side,Collocations,TRUE
weÕll go to the forest to feed the monkeys,Structures,TRUE
IÕve been told,Fixed phrases,TRUE
Up to now,Fixed phrases,TRUE
that kind of,Particles,TRUE
Friday evening IÕll be back again,Structures,TRUE
trip was very long,Collocations,TRUE
The funniest thing this holiday was my younger sister,Structures,TRUE
a long way to go,Fixed phrases,TRUE
that was the most nice thing what we do,Structures,TRUE
hike through,Collocations,TRUE
I think that that was the best ting of this holiday,Structures,TRUE
that is ok with me,Discourse,TRUE
11 hours of flying,Particles,TRUE
it's mostly wood,Complements,TRUE
travelling around ,Collocations,TRUE
on the roof of,Particles,TRUE
I still really like the sloths,Structures,TRUE
something like,Discourse,TRUE
spend the night,Fixed phrases,TRUE
at 2 O'clock,Particles,TRUE
200 meters from our camping to the lake,Structures,TRUE
left our house early,Collocations,TRUE
especially during,Complements,TRUE
do something or go somewhere ,Fixed phrases,TRUE
I liked the little town where we went yesterday the most,Structures,TRUE
enjoy my vacation,Discourse,TRUE
I think that that the best thing is of this holiday,Structures,TRUE
I cannot wait,Fixed phrases,TRUE
wait for,Particles,TRUE
I hope you will send me also a postcard about your holiday,Discourse,TRUE
tell you more about,Particles,TRUE
I'm having a great time,Discourse,TRUE
airplanes,Compounds,TRUE
laying on the beach,Particles,TRUE
I'm really looking forward to,Discourse,TRUE
I think I liked going out for dinner with my family the most,Structures,TRUE
being around them,Structures,TRUE
I hope you are having a great time in Guata Mala too,Discourse,TRUE
Too bad,Fixed phrases,TRUE
Happy holidays,Discourse,TRUE
tried to,Complements,TRUE
not like I really could but I tried,Structures,TRUE
hot and sweaty,Collocations,TRUE
almost every day,Collocations,TRUE
on the floors,Particles,TRUE
I actually enjoy drawing the most,Structures,TRUE
check the baggage in,Particles,TRUE
sometimes in the sea and sometimes in the swimming pool,Structures,TRUE
Since now I found the nicelyst thing playing soccer every night,Structures,TRUE
at 3 pm,Particles,TRUE
sleep together,Collocations,TRUE
skateboarding,Compounds,TRUE
meet the people from,Particles,TRUE
house on wheels,Collocations,TRUE
One in Austria were we sleeping and one in Deutschland near MŸnchen,Structures,TRUE
the colour of,Particles,TRUE
super fast,Collocations,TRUE
But I liked the most the dolphins,Structures,TRUE
it is here like 40 degrees,Structures,TRUE
five star hotel,Collocations,TRUE
was amazing to,Complements,TRUE
whole city,Collocations,TRUE
on a big holiday,Particles,TRUE
golf course,Compounds,TRUE
The best thing in the vacation was for me kite surfing,Structures,TRUE
one of the best things,Fixed phrases,TRUE
through the mountains,Particles,TRUE
high in the mountains,Particles,TRUE
stay one week at,Particles,TRUE
a trip to,Complements,TRUE
go on a trip to,Collocations,TRUE
I have never flew in a airplane before,Structures,TRUE
mobile home,Compounds,TRUE
My favourite activity so far is going to the beach,Structures,TRUE
it's just for,Complements,TRUE
stepbrothers,Compounds,TRUE
stepbrother,Compounds,TRUE
made a lot of new friends,Collocations,TRUE
I donÕt think we're going to,Complements,TRUE
a little scared,Collocations,TRUE
renting a car,Collocations,TRUE
at the foot sides of,Particles,TRUE
That's where i put my clothes in,Structures,TRUE
ThatÕs all there is,Fixed phrases,TRUE
played some football,Collocations,TRUE
oak wooden bed,Collocations,TRUE
real leather,Collocations,TRUE
Speaking of,Discourse,TRUE
I think the coolest thing we did was the boat trip,Structures,TRUE
the trip to,Complements,TRUE
I hope to see you around soon,Discourse,TRUE
see you around,Discourse,TRUE
Even though,Compounds,TRUE
videogames,Compounds,TRUE
Cause,Compounds,TRUE
a small place near,Collocations,TRUE
at 21:00,Particles,TRUE
went through beautiful places,Particles,TRUE
big cities,Collocations,TRUE
the weather is really bad,Fixed phrases,TRUE
on the inside,Particles,TRUE
on the outside,Particles,TRUE
parasailing,Compounds,TRUE
I have to end now,Discourse,TRUE
itÕs around 25 ¡C,Collocations,TRUE
I especially like,Complements,TRUE
As in,Collocations,TRUE
sea is very clear,Collocations,TRUE
The funniest thing was that we did archery,Structures,TRUE
help us with,Collocations,TRUE
vertical stripes,Collocations,TRUE
do things together like,Complements,TRUE
with helmets on,Particles,TRUE
around 30¡C,Collocations,TRUE
I think that going to the Eiffel Tower was the nicest thing weÕve done,Structures,TRUE
now i can say that,Complements,TRUE
for like,Collocations,TRUE
for the second day,Particles,TRUE
Tomorrow is the day we,Structures,TRUE
new friend,Collocations,TRUE
The best thing this holiday is that i meet Noor,Structures,TRUE
big room for four persons,Structures,TRUE
for the first time,Fixed phrases,TRUE
little sisters,Collocations,TRUE
one of the best holidays of my live,Structures,TRUE
come from,Particles,TRUE
small island,Collocations,TRUE
one for my parents and one for me and my sisters,Structures,TRUE
much bigger than,Structures,TRUE
That was the greatest experience in this whole vacation,Structures,TRUE
such a long time,Fixed phrases,TRUE
It is so much fun,Fixed phrases,TRUE
you should see it,Discourse,TRUE
for a while,Fixed phrases,TRUE
want to,Complements,TRUE
already love,Complements,TRUE
Much love,Discourse,TRUE
I can feel it,Fixed phrases,TRUE
just so tired now,Structures,TRUE
My room is bigger than my room at home,Structures,TRUE
read before I'm going to sleep,Structures,TRUE
that the weather is good,Complements,TRUE
I really don't know what the best thing was of all,Structures,TRUE
wish you a very happy birthday,Fixed phrases,TRUE
it smelled fantastic,Collocations,TRUE
go to Berlin for shopping,Structures,TRUE
"The funniest thing that we had done for now, is that I was going of the scariest piste",Structures,TRUE
I like the pancakes here in Austria,Structures,TRUE
tennis court,Compounds,TRUE
the best thing that I have done on holiday,Structures,TRUE
The place where I sleep is named Paris,Structures,TRUE
The nicest thing that we did here so far was jumping of the rocks,Structures,TRUE
it's like a paradise,Structures,TRUE
The most thing that I like is the diving in the sea,Structures,TRUE
I'll see you soon,Discourse,TRUE
The thing I like the most this holiday was playing soccer with my friends,Structures,TRUE
I hope your holiday is,Discourse,TRUE
volleyball competition,Collocations,TRUE
a little bit of,Particles,TRUE
the best activity what we did there was skiing,Structures,TRUE
I'll show you,Fixed phrases,TRUE
iron bars,Collocations,TRUE
End of the,Collocations,TRUE
can't remember the name of,Fixed phrases,TRUE
just arrived,Collocations,TRUE
wanna,Compounds,TRUE
rent a small house,Collocations,TRUE
only two kilometres,Collocations,TRUE
oldest brothers,Collocations,TRUE
shared a bedroom,Collocations,TRUE
friends I met here,Fixed phrases,TRUE
fell of,Particles,TRUE
fell of the side of,Particles,TRUE
that's it for now,Fixed phrases,TRUE
The most fun I had until now was when my brother fell,Structures,TRUE
It's really fun here at the camping,Structures,TRUE
spend 9 hours,Collocations,TRUE
meet friends,Collocations,TRUE
meet my new friends,Collocations,TRUE
spend 9 hours in the car to,Complements,TRUE
I am doing great,Discourse,TRUE
How is your family doing,Discourse,TRUE
I hate that,Complements,TRUE
a part of,Particles,TRUE
My favourite things we did was shopping,Structures,TRUE
are you having,Discourse,TRUE
went swimming,Collocations,TRUE
journey was long,Collocations,TRUE
The only problem was that,Complements,TRUE
The only problem,Collocations,TRUE
water polo,Compounds,TRUE
football competition,Collocations,TRUE
water polo match,Collocations,TRUE
really hot,Collocations,TRUE
a little village named,Fixed phrases,TRUE
I see you later,Discourse,TRUE
go back to the lake to swim,Structures,TRUE
take the boat to,Complements,TRUE
jump over,Particles,TRUE
The nicest thing on this holiday was the soccer match,Structures,TRUE
won the game,Collocations,TRUE
I hope you have a nice holiday,Discourse,TRUE
Yesterday,Compounds,TRUE
grabbed a cab,Fixed phrases,TRUE
it is sad that,Complements,TRUE
billboards,Compounds,TRUE
yellow cabs,Collocations,TRUE
statue of liberty,Compounds,TRUE
empire state building,Compounds,TRUE
move around,Collocations,TRUE
"I think the best thing is, is that IÕm with a friend",Structures,TRUE
on her mobile,Particles,TRUE
IÕm very good,Discourse,TRUE
the whole family,Collocations,TRUE
travelled to,Complements,TRUE
about 30 minutes,Collocations,TRUE
windsurfing,Compounds,TRUE
The thing that i like the most from the holiday is windsurfing,Structures,TRUE
got out of,Particles,TRUE
